Year,State,Company,Orchard,Region,Region Wt,Block,Area ha,TotalOrchard Area,Orchard wt,Orchard_Scale,RegionTotal Ha,Row,Tree,Tree#,Variety,Year.1,Days over 40C_x,Days over 35C_x,Total Amount of rain ml since 1 Jan_x,No of rain days since 1 Jan_x,Days since last rain <5days from assess_x,Amt rain in last event<5days from assess_x,Days since last rain >5days from assess_x,Amt rain in last event>5days from assess_x,Total rain Jan mm_x,No rain days Jan_x,Total rain Feb mm_x,No rain days Feb_x,Rain 1st week Jan_x,Rain 2nd week  Jan_x,Rain 3rd week  Jan_x,Rain 4th week  Jan_x,Rain within 7 days of assessment_x,Rain within 10 days of assessment_x,HR assessed,Root stock,Row spacing,Tree spacing,Irrigation,Crop prior,Bacterial spot,blossom blight fungicide,shot hole fungicide,Rust fungicide,anthracnose fungicide,hull rot fungicide,biologicals,alternatives,"deficit irrigation (No, RDI, SDI)",Split date NP,HullRot_WTD,HullRotJOhull,HR comboF_x,Hull split,LLDB dead branches,LLDBYellowing,LLDB combo,Gumtrunk,Gumscaffold,Gumtree crotch,Trunkcankers,Twig canker,Foamy canker,TD combo,Wilting - whole tree decline,Wilting - one scaffold,Wiltcombo,Anthracnose - nut,Anthracnose - leaf,Anthracnose combo,Bacterial spot - nut,Bacterial spot - leaf,Bacterial spot combo,Scab - nut,Scab - leaf,Scab combo,Rust,Shot Hole - nut,Shot Hole - leaf,Shotholecombo,Alternaria leaf spot,Unknown leaf spot/ symptom,Unknown fruit spot/ symptom,Unknown fruit gum,Days over 40C_y,Days over 35C_y,Total Amount of rain ml since 1 Jan_y,No of rain days since 1 Jan_y,Days since last rain <5days from assess_y,Amt rain in last event<5days from assess_y,Days since last rain >5days from assess_y,Amt rain in last event>5days from assess_y,Total rain Jan mm_y,No rain days Jan_y,Total rain Feb mm_y,No rain days Feb_y,Rain 1st week Jan_y,Rain 2nd week  Jan_y,Rain 3rd week  Jan_y,Rain 4th week  Jan_y,Rain within 7 days of assessment_y,Rain within 10 days of assessment_y,Total_Trees_Assessed,HR comboF_y,HR Incidence
2018.19,SA,,Walker Flat Almonds,Riverland,0.199435228,1,42.0,147.0,0.097004091,0.873036822,7910,12.0,73.0,23.0,Np,2002,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.01.19,Nemaguard,7.0,5.5,Drip,Broad acre,Nil,Propiconazole ,"Copper, chlorothalonil",Sulphur,Azoxystrobin/Tebuconazole,Nil,Nil,Nil,Nil,,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,6,0.07317073170731707
2018.19,SA,,Walker Flat Almonds,Riverland,0.199435228,1,42.0,147.0,0.097004091,0.873036822,7910,14.0,21.0,24.0,Np,2002,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.01.19,Nemaguard,7.0,5.5,Drip,Broad acre,Nil,Propiconazole ,"Copper, chlorothalonil",Sulphur,Azoxystrobin/Tebuconazole,Nil,Nil,Nil,Nil,,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,6,0.07317073170731707
2018.19,SA,,Walker Flat Almonds,Riverland,0.199435228,1,42.0,147.0,0.097004091,0.873036822,7910,14.0,34.0,25.0,Np,2002,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.01.19,Nemaguard,7.0,5.5,Drip,Broad acre,Nil,Propiconazole ,"Copper, chlorothalonil",Sulphur,Azoxystrobin/Tebuconazole,Nil,Nil,Nil,Nil,,0,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,6,0.07317073170731707
2018.19,SA,,Walker Flat Almonds,Riverland,0.199435228,1,42.0,147.0,0.097004091,0.873036822,7910,14.0,77.0,26.0,Np,2002,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.01.19,Nemaguard,7.0,5.5,Drip,Broad acre,Nil,Propiconazole ,"Copper, chlorothalonil",Sulphur,Azoxystrobin/Tebuconazole,Nil,Nil,Nil,Nil,,0,1,1,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,6,0.07317073170731707
2018.19,SA,,Walker Flat Almonds,Riverland,0.199435228,1,42.0,147.0,0.097004091,0.873036822,7910,16.0,43.0,31.0,Np,2002,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.01.19,Nemaguard,7.0,5.5,Drip,Broad acre,Nil,Propiconazole ,"Copper, chlorothalonil",Sulphur,Azoxystrobin/Tebuconazole,Nil,Nil,Nil,Nil,,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,6,0.07317073170731707
2018.19,SA,,Walker Flat Almonds,Riverland,0.199435228,1,42.0,147.0,0.097004091,0.873036822,7910,16.0,51.0,32.0,Np,2002,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.01.19,Nemaguard,7.0,5.5,Drip,Broad acre,Nil,Propiconazole ,"Copper, chlorothalonil",Sulphur,Azoxystrobin/Tebuconazole,Nil,Nil,Nil,Nil,,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,6,0.07317073170731707
2018.19,SA,,Walker Flat Almonds,Riverland,0.199435228,1,42.0,147.0,0.097004091,0.873036822,7910,16.0,55.0,33.0,Np,2002,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.01.19,Nemaguard,7.0,5.5,Drip,Broad acre,Nil,Propiconazole ,"Copper, chlorothalonil",Sulphur,Azoxystrobin/Tebuconazole,Nil,Nil,Nil,Nil,,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,6,0.07317073170731707
2018.19,SA,,Walker Flat Almonds,Riverland,0.199435228,1,42.0,147.0,0.097004091,0.873036822,7910,16.0,71.0,34.0,Np,2002,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.01.19,Nemaguard,7.0,5.5,Drip,Broad acre,Nil,Propiconazole ,"Copper, chlorothalonil",Sulphur,Azoxystrobin/Tebuconazole,Nil,Nil,Nil,Nil,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,6,0.07317073170731707
2018.19,SA,,Walker Flat Almonds,Riverland,0.199435228,1,42.0,147.0,0.097004091,0.873036822,7910,18.0,12.0,35.0,Np,2002,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.01.19,Nemaguard,7.0,5.5,Drip,Broad acre,Nil,Propiconazole ,"Copper, chlorothalonil",Sulphur,Azoxystrobin/Tebuconazole,Nil,Nil,Nil,Nil,,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,6,0.07317073170731707
2018.19,SA,,Walker Flat Almonds,Riverland,0.199435228,1,42.0,147.0,0.097004091,0.873036822,7910,18.0,38.0,36.0,Np,2002,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.01.19,Nemaguard,7.0,5.5,Drip,Broad acre,Nil,Propiconazole ,"Copper, chlorothalonil",Sulphur,Azoxystrobin/Tebuconazole,Nil,Nil,Nil,Nil,,0,1,1,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,6,0.07317073170731707
2018.19,SA,,Walker Flat Almonds,Riverland,0.199435228,1,42.0,147.0,0.097004091,0.873036822,7910,18.0,47.0,37.0,Np,2002,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.01.19,Nemaguard,7.0,5.5,Drip,Broad acre,Nil,Propiconazole ,"Copper, chlorothalonil",Sulphur,Azoxystrobin/Tebuconazole,Nil,Nil,Nil,Nil,,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,6,0.07317073170731707
2018.19,SA,,Walker Flat Almonds,Riverland,0.199435228,1,42.0,147.0,0.097004091,0.873036822,7910,18.0,68.0,38.0,Np,2002,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.01.19,Nemaguard,7.0,5.5,Drip,Broad acre,Nil,Propiconazole ,"Copper, chlorothalonil",Sulphur,Azoxystrobin/Tebuconazole,Nil,Nil,Nil,Nil,,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,6,0.07317073170731707
2018.19,SA,,Walker Flat Almonds,Riverland,0.199435228,1,42.0,147.0,0.097004091,0.873036822,7910,24.0,12.0,42.0,Np,2002,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.01.19,Nemaguard,7.0,5.5,Drip,Broad acre,Nil,Propiconazole ,"Copper, chlorothalonil",Sulphur,Azoxystrobin/Tebuconazole,Nil,Nil,Nil,Nil,,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,6,0.07317073170731707
2018.19,SA,,Walker Flat Almonds,Riverland,0.199435228,1,42.0,147.0,0.097004091,0.873036822,7910,24.0,47.0,43.0,Np,2002,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.01.19,Nemaguard,7.0,5.5,Drip,Broad acre,Nil,Propiconazole ,"Copper, chlorothalonil",Sulphur,Azoxystrobin/Tebuconazole,Nil,Nil,Nil,Nil,,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,6,0.07317073170731707
2018.19,SA,,Walker Flat Almonds,Riverland,0.199435228,1,42.0,147.0,0.097004091,0.873036822,7910,28.0,38.0,48.0,Np,2002,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.01.19,Nemaguard,7.0,5.5,Drip,Broad acre,Nil,Propiconazole ,"Copper, chlorothalonil",Sulphur,Azoxystrobin/Tebuconazole,Nil,Nil,Nil,Nil,,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,6,0.07317073170731707
2018.19,SA,,Walker Flat Almonds,Riverland,0.199435228,1,42.0,147.0,0.097004091,0.873036822,7910,30.0,17.0,49.0,Np,2002,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.01.19,Nemaguard,7.0,5.5,Drip,Broad acre,Nil,Propiconazole ,"Copper, chlorothalonil",Sulphur,Azoxystrobin/Tebuconazole,Nil,Nil,Nil,Nil,,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,6,0.07317073170731707
2018.19,SA,,Walker Flat Almonds,Riverland,0.199435228,1,42.0,147.0,0.097004091,0.873036822,7910,30.0,76.0,50.0,Np,2002,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.01.19,Nemaguard,7.0,5.5,Drip,Broad acre,Nil,Propiconazole ,"Copper, chlorothalonil",Sulphur,Azoxystrobin/Tebuconazole,Nil,Nil,Nil,Nil,,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,6,0.07317073170731707
2018.19,SA,,Walker Flat Almonds,Riverland,0.199435228,1,42.0,147.0,0.097004091,0.873036822,7910,1.0,43.0,1.0,Price,2002,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.01.19,Nemaguard,7.0,5.5,Drip,Broad acre,Nil,Propiconazole ,"Copper, chlorothalonil",Sulphur,Azoxystrobin/Tebuconazole,Nil,Nil,Nil,Nil,,0,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2,0.09523809523809523
2018.19,SA,,Walker Flat Almonds,Riverland,0.199435228,1,42.0,147.0,0.097004091,0.873036822,7910,1.0,47.0,2.0,Price,2002,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.01.19,Nemaguard,7.0,5.5,Drip,Broad acre,Nil,Propiconazole ,"Copper, chlorothalonil",Sulphur,Azoxystrobin/Tebuconazole,Nil,Nil,Nil,Nil,,0,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2,0.09523809523809523
2018.19,SA,,Walker Flat Almonds,Riverland,0.199435228,1,42.0,147.0,0.097004091,0.873036822,7910,1.0,60.0,3.0,Price,2002,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.01.19,Nemaguard,7.0,5.5,Drip,Broad acre,Nil,Propiconazole ,"Copper, chlorothalonil",Sulphur,Azoxystrobin/Tebuconazole,Nil,Nil,Nil,Nil,,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2,0.09523809523809523
2018.19,SA,,Walker Flat Almonds,Riverland,0.199435228,1,42.0,147.0,0.097004091,0.873036822,7910,5.0,9.0,7.0,Price,2002,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.01.19,Nemaguard,7.0,5.5,Drip,Broad acre,Nil,Propiconazole ,"Copper, chlorothalonil",Sulphur,Azoxystrobin/Tebuconazole,Nil,Nil,Nil,Nil,,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2,0.09523809523809523
2018.19,SA,,Walker Flat Almonds,Riverland,0.199435228,1,42.0,147.0,0.097004091,0.873036822,7910,5.0,77.0,8.0,Price,2002,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.01.19,Nemaguard,7.0,5.5,Drip,Broad acre,Nil,Propiconazole ,"Copper, chlorothalonil",Sulphur,Azoxystrobin/Tebuconazole,Nil,Nil,Nil,Nil,,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2,0.09523809523809523
2018.19,SA,,Walker Flat Almonds,Riverland,0.199435228,1,42.0,147.0,0.097004091,0.873036822,7910,5.0,82.0,9.0,Price,2002,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.01.19,Nemaguard,7.0,5.5,Drip,Broad acre,Nil,Propiconazole ,"Copper, chlorothalonil",Sulphur,Azoxystrobin/Tebuconazole,Nil,Nil,Nil,Nil,,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2,0.09523809523809523
2018.19,SA,,Walker Flat Almonds,Riverland,0.199435228,1,42.0,147.0,0.097004091,0.873036822,7910,9.0,39.0,14.0,Price,2002,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.01.19,Nemaguard,7.0,5.5,Drip,Broad acre,Nil,Propiconazole ,"Copper, chlorothalonil",Sulphur,Azoxystrobin/Tebuconazole,Nil,Nil,Nil,Nil,,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2,0.09523809523809523
2018.19,SA,,Walker Flat Almonds,Riverland,0.199435228,1,42.0,147.0,0.097004091,0.873036822,7910,9.0,47.0,15.0,Price,2002,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.01.19,Nemaguard,7.0,5.5,Drip,Broad acre,Nil,Propiconazole ,"Copper, chlorothalonil",Sulphur,Azoxystrobin/Tebuconazole,Nil,Nil,Nil,Nil,,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2,0.09523809523809523
2018.19,SA,,Walker Flat Almonds,Riverland,0.199435228,1,42.0,147.0,0.097004091,0.873036822,7910,9.0,52.0,16.0,Price,2002,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.01.19,Nemaguard,7.0,5.5,Drip,Broad acre,Nil,Propiconazole ,"Copper, chlorothalonil",Sulphur,Azoxystrobin/Tebuconazole,Nil,Nil,Nil,Nil,,0,1,1,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2,0.09523809523809523
2018.19,SA,,Walker Flat Almonds,Riverland,0.199435228,1,42.0,147.0,0.097004091,0.873036822,7910,9.0,77.0,17.0,Price,2002,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.01.19,Nemaguard,7.0,5.5,Drip,Broad acre,Nil,Propiconazole ,"Copper, chlorothalonil",Sulphur,Azoxystrobin/Tebuconazole,Nil,Nil,Nil,Nil,,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2,0.09523809523809523
2018.19,SA,,Walker Flat Almonds,Riverland,0.199435228,1,42.0,147.0,0.097004091,0.873036822,7910,21.0,21.0,40.0,Price,2002,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.01.19,Nemaguard,7.0,5.5,Drip,Broad acre,Nil,Propiconazole ,"Copper, chlorothalonil",Sulphur,Azoxystrobin/Tebuconazole,Nil,Nil,Nil,Nil,,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2,0.09523809523809523
2018.19,SA,,Walker Flat Almonds,Riverland,0.199435228,1,42.0,147.0,0.097004091,0.873036822,7910,21.0,68.0,41.0,Price,2002,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.01.19,Nemaguard,7.0,5.5,Drip,Broad acre,Nil,Propiconazole ,"Copper, chlorothalonil",Sulphur,Azoxystrobin/Tebuconazole,Nil,Nil,Nil,Nil,,0,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2,0.09523809523809523
2018.19,SA,,Walker Flat Almonds,Riverland,0.199435228,1,42.0,147.0,0.097004091,0.873036822,7910,25.0,47.0,44.0,Price,2002,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.01.19,Nemaguard,7.0,5.5,Drip,Broad acre,Nil,Propiconazole ,"Copper, chlorothalonil",Sulphur,Azoxystrobin/Tebuconazole,Nil,Nil,Nil,Nil,,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2,0.09523809523809523
2018.19,SA,,Walker Flat Almonds,Riverland,0.199435228,1,42.0,147.0,0.097004091,0.873036822,7910,25.0,68.0,45.0,Price,2002,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.01.19,Nemaguard,7.0,5.5,Drip,Broad acre,Nil,Propiconazole ,"Copper, chlorothalonil",Sulphur,Azoxystrobin/Tebuconazole,Nil,Nil,Nil,Nil,,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2,0.09523809523809523
2018.19,SA,,Walker Flat Almonds,Riverland,0.199435228,3,28.0,147.0,0.097004091,0.873036822,7910,6.0,41.0,12.0,Carmel,2002,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.01.19,Nemaguard,7.0,5.5,Drip,Broad acre,Nil,Propiconazole ,"Copper, chlorothalonil",Sulphur,Azoxystrobin/Tebuconazole,Nil,Nil,Nil,Nil,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,1,0.04
2018.19,SA,,Walker Flat Almonds,Riverland,0.199435228,3,28.0,147.0,0.097004091,0.873036822,7910,6.0,44.0,13.0,Carmel,2002,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.01.19,Nemaguard,7.0,5.5,Drip,Broad acre,Nil,Propiconazole ,"Copper, chlorothalonil",Sulphur,Azoxystrobin/Tebuconazole,Nil,Nil,Nil,Nil,,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,1,0.04
