Year,State,Company,Orchard,Region,Region Wt,Block,Area ha,TotalOrchard Area,Orchard wt,Orchard_Scale,RegionTotal Ha,Row,Tree,Tree#,Variety,Year,Days over 40C,Days over 35C,Total Amount of rain ml since 1 Jan ,No of rain days since 1 Jan ,Days since last rain <5days from assess,Amt rain in last event<5days from assess,Days since last rain >5days from assess,Amt rain in last event>5days from assess,Total rain Jan mm,No rain days Jan,Total rain Feb mm,No rain days Feb,Rain 1st week Jan,Rain 2nd week  Jan,Rain 3rd week  Jan,Rain 4th week  Jan,Rain within 7 days of assessment,Rain within 10 days of assessment,HR assessed,Root stock,Row spacing,Tree spacing,Irrigation,Crop prior,Bacterial spot,blossom blight fungicide,shot hole fungicide,Rust fungicide,anthracnose fungicide,hull rot fungicide,biologicals,alternatives,"deficit irrigation (No, RDI, SDI)",Split date NP,HullRot_WTD,HullRotJOhull,HR comboF,Hull split,LLDB dead branches,LLDBYellowing,LLDB combo,Gumtrunk,Gumscaffold,Gumtree crotch,Trunkcankers,Twig canker,Foamy canker,TD combo,Wilting - whole tree decline,Wilting - one scaffold,Wiltcombo,Anthracnose - nut,Anthracnose - leaf,Anthracnose combo,Bacterial spot - nut,Bacterial spot - leaf,Bacterial spot combo,Scab - nut,Scab - leaf,Scab combo,Rust,Shot Hole - nut,Shot Hole - leaf,Shotholecombo,Alternaria leaf spot,Unknown leaf spot/ symptom,Unknown fruit spot/ symptom,Unknown fruit gum
2018.19,Vic,Bennett,Bennett,Sunraysia,0.564520196,O,1.3,20,0.003409478,0.034094783,22390,3,6,2,NP,1995,8,14,3,2,,0.0,13,1.6,3,2,0,0,1.4,1.6,0,,0,0,23.1.19,Bright's Hybrid,6.71,6.4,Drip,Grapevines,Nil,Fluopyram/Trifloxystrobin,"Mancozeb, Chlorothalonil","Mancozeb, Chlorothalonil",Nil,Fluopyram/Trifloxystrobin,Nil,Nil,Nil,,1,0,1,Split,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,Vic,Bennett,Bennett,Sunraysia,0.564520196,O,1.3,20,0.003409478,0.034094783,22390,7,13,3,NP,1995,8,14,3,2,,0.0,13,1.6,3,2,0,0,1.4,1.6,0,,0,0,23.1.19,Bright's Hybrid,6.71,6.4,Drip,Grapevines,Nil,Fluopyram/Trifloxystrobin,"Mancozeb, Chlorothalonil","Mancozeb, Chlorothalonil",Nil,Fluopyram/Trifloxystrobin,Nil,Nil,Nil,,1,0,1,Split,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,Vic,Bennett,Bennett,Sunraysia,0.564520196,O,1.3,20,0.003409478,0.034094783,22390,9,21,4,NP,1995,8,14,3,2,,0.0,13,1.6,3,2,0,0,1.4,1.6,0,,0,0,23.1.19,Bright's Hybrid,6.71,6.4,Drip,Grapevines,Nil,Fluopyram/Trifloxystrobin,"Mancozeb, Chlorothalonil","Mancozeb, Chlorothalonil",Nil,Fluopyram/Trifloxystrobin,Nil,Nil,Nil,,1,0,1,Split,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
2018.19,Vic,Manna,McLaren Dr,Sunraysia,0.564520196,BD1,11,50,0.008523696,0.085236959,22390,11,32,4,NP,1987,5,10,1,1,,0.0,16,0.8,1,1,0,0,0.8,0,0,,0,0,,Nemaguard,7.3,7.3,Sprinkler,Unknown,Nil,Nil,Nil,Sulphur,Nil,Nil,Nil,Nil,Nil,,0,0,0,Not split,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,Vic,Manna,McLaren Dr,Sunraysia,0.564520196,BD1,11,50,0.008523696,0.085236959,22390,4,25,3,NP,1987,5,10,1,1,,0.0,16,0.8,1,1,0,0,0.8,0,0,,0,0,,Nemaguard,7.3,7.3,Sprinkler,Unknown,Nil,Nil,Nil,Sulphur,Nil,Nil,Nil,Nil,Nil,,0,0,0,Split,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,Vic,Manna,McLaren Dr,Sunraysia,0.564520196,BD1,11,50,0.008523696,0.085236959,22390,15,32,5,NP,1987,5,10,1,1,,0.0,16,0.8,1,1,0,0,0.8,0,0,,0,0,,Nemaguard,7.3,7.3,Sprinkler,Unknown,Nil,Nil,Nil,Sulphur,Nil,Nil,Nil,Nil,Nil,,0,0,0,Split,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,Vic,Manna,McLaren Dr,Sunraysia,0.564520196,BD1,11,50,0.008523696,0.085236959,22390,15,80,6,NP,1987,5,10,1,1,,0.0,16,0.8,1,1,0,0,0.8,0,0,,0,0,,Nemaguard,7.3,7.3,Sprinkler,Unknown,Nil,Nil,Nil,Sulphur,Nil,Nil,Nil,Nil,Nil,,0,0,0,Split,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,Vic,Manna,McLaren Dr,Sunraysia,0.564520196,BD1,11,50,0.008523696,0.085236959,22390,19,20,7,NP,1987,5,10,1,1,,0.0,16,0.8,1,1,0,0,0.8,0,0,,0,0,,Nemaguard,7.3,7.3,Sprinkler,Unknown,Nil,Nil,Nil,Sulphur,Nil,Nil,Nil,Nil,Nil,,0,0,0,Split,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,Vic,Manna,McLaren Dr,Sunraysia,0.564520196,BD1,11,50,0.008523696,0.085236959,22390,23,8,9,NP,1987,5,10,1,1,,0.0,16,0.8,1,1,0,0,0.8,0,0,,0,0,,Nemaguard,7.3,7.3,Sprinkler,Unknown,Nil,Nil,Nil,Sulphur,Nil,Nil,Nil,Nil,Nil,,0,0,0,Split,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,Vic,Manna,McLaren Dr,Sunraysia,0.564520196,BD1,11,50,0.008523696,0.085236959,22390,26,15,10,NP,1987,5,10,1,1,,0.0,16,0.8,1,1,0,0,0.8,0,0,,0,0,,Nemaguard,7.3,7.3,Sprinkler,Unknown,Nil,Nil,Nil,Sulphur,Nil,Nil,Nil,Nil,Nil,,0,0,0,Split,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,Vic,Manna,McLaren Dr,Sunraysia,0.564520196,BD1,11,50,0.008523696,0.085236959,22390,27,36,11,NP,1987,5,10,1,1,,0.0,16,0.8,1,1,0,0,0.8,0,0,,0,0,,Nemaguard,7.3,7.3,Sprinkler,Unknown,Nil,Nil,Nil,Sulphur,Nil,Nil,Nil,Nil,Nil,,0,0,0,Split,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,Vic,Manna,McLaren Dr,Sunraysia,0.564520196,BD1,11,50,0.008523696,0.085236959,22390,32,21,12,NP,1987,5,10,1,1,,0.0,16,0.8,1,1,0,0,0.8,0,0,,0,0,,Nemaguard,7.3,7.3,Sprinkler,Unknown,Nil,Nil,Nil,Sulphur,Nil,Nil,Nil,Nil,Nil,,0,0,0,Split,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,Vic,Manna,McLaren Dr,Sunraysia,0.564520196,BD1,11,50,0.008523696,0.085236959,22390,41,44,15,NP,1987,5,10,1,1,,0.0,16,0.8,1,1,0,0,0.8,0,0,,0,0,,Nemaguard,7.3,7.3,Sprinkler,Unknown,Nil,Nil,Nil,Sulphur,Nil,Nil,Nil,Nil,Nil,,0,0,0,Split,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,Vic,Manna,McLaren Dr,Sunraysia,0.564520196,BD2,6.5,50,0.008523696,0.085236959,22390,19,46,8,NP,2009,5,10,1,1,,0.0,16,0.8,1,1,0,0,0.8,0,0,,0,0,,GF677,7.3,7.3,Sprinkler,Grapevines,Nil,Nil,Nil,Sulphur,Nil,Nil,Nil,Nil,Nil,,0,0,0,Not split,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,Vic,Manna,McLaren Dr,Sunraysia,0.564520196,BD2,6.5,50,0.008523696,0.085236959,22390,9,28,4,NP,2009,5,10,1,1,,0.0,16,0.8,1,1,0,0,0.8,0,0,,0,0,,GF677,7.3,7.3,Sprinkler,Grapevines,Nil,Nil,Nil,Sulphur,Nil,Nil,Nil,Nil,Nil,,0,0,0,Split,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,Vic,Manna,McLaren Dr,Sunraysia,0.564520196,BD2,6.5,50,0.008523696,0.085236959,22390,13,57,6,NP,2009,5,10,1,1,,0.0,16,0.8,1,1,0,0,0.8,0,0,,0,0,,GF677,7.3,7.3,Sprinkler,Grapevines,Nil,Nil,Nil,Sulphur,Nil,Nil,Nil,Nil,Nil,,1,0,1,Split,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,Vic,Manna,McLaren Dr,Sunraysia,0.564520196,BD2,6.5,50,0.008523696,0.085236959,22390,23,11,10,NP,2009,5,10,1,1,,0.0,16,0.8,1,1,0,0,0.8,0,0,,0,0,,GF677,7.3,7.3,Sprinkler,Grapevines,Nil,Nil,Nil,Sulphur,Nil,Nil,Nil,Nil,Nil,,1,0,1,Split,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,Vic,Manna,McLaren Dr,Sunraysia,0.564520196,BD2,6.5,50,0.008523696,0.085236959,22390,1,50,1,NP,2009,5,10,1,1,,0.0,16,0.8,1,1,0,0,0.8,0,0,,0,0,,GF677,7.3,7.3,Sprinkler,Grapevines,Nil,Nil,Nil,Sulphur,Nil,Nil,Nil,Nil,Nil,,0,0,0,Split,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,Vic,Manna,McLaren Dr,Sunraysia,0.564520196,BD2,6.5,50,0.008523696,0.085236959,22390,5,67,2,NP,2009,5,10,1,1,,0.0,16,0.8,1,1,0,0,0.8,0,0,,0,0,,GF677,7.3,7.3,Sprinkler,Grapevines,Nil,Nil,Nil,Sulphur,Nil,Nil,Nil,Nil,Nil,,1,0,1,Split,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,Vic,Manna,McLaren Dr,Sunraysia,0.564520196,C1,4.1,50,0.008523696,0.085236959,22390,3,19,1,NP,2015,5,10,1,1,,0.0,16,0.8,1,1,0,0,0.8,0,0,,0,0,,Nemaguard,7.3,7.3,Sprinkler,Grapevines,Nil,Nil,Nil,Sulphur,Nil,Nil,Nil,Nil,Nil,,0,0,0,Not split,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,Vic,Manna,McLaren Dr,Sunraysia,0.564520196,C1,4.1,50,0.008523696,0.085236959,22390,5,2,3,NP,2015,5,10,1,1,,0.0,16,0.8,1,1,0,0,0.8,0,0,,0,0,,Nemaguard,7.3,7.3,Sprinkler,Grapevines,Nil,Nil,Nil,Sulphur,Nil,Nil,Nil,Nil,Nil,,0,0,0,Split,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,Vic,Manna,McLaren Dr,Sunraysia,0.564520196,C1,4.1,50,0.008523696,0.085236959,22390,9,48,7,NP,2015,5,10,1,1,,0.0,16,0.8,1,1,0,0,0.8,0,0,,0,0,,Nemaguard,7.3,7.3,Sprinkler,Grapevines,Nil,Nil,Nil,Sulphur,Nil,Nil,Nil,Nil,Nil,,0,0,0,Split,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
2018.19,Vic,Manna,McLaren Dr,Sunraysia,0.564520196,C1,4.1,50,0.008523696,0.085236959,22390,9,29,8,NP,2015,5,10,1,1,,0.0,16,0.8,1,1,0,0,0.8,0,0,,0,0,,Nemaguard,7.3,7.3,Sprinkler,Grapevines,Nil,Nil,Nil,Sulphur,Nil,Nil,Nil,Nil,Nil,,1,0,1,Split,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
2018.19,Vic,Manna,McLaren Dr,Sunraysia,0.564520196,C1,4.1,50,0.008523696,0.085236959,22390,11,43,10,NP,2015,5,10,1,1,,0.0,16,0.8,1,1,0,0,0.8,0,0,,0,0,,Nemaguard,7.3,7.3,Sprinkler,Grapevines,Nil,Nil,Nil,Sulphur,Nil,Nil,Nil,Nil,Nil,,0,1,1,Split,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
2018.19,Vic,Nutwood,Nutwood,Riverland,0.199435228,11,9,#N/A,0.084466148,0.760195328,7910,5,50,4,NP,1994,10,19,3,3,2,2.2,8,2.6,3,3,0,0,0,0,0.4,2.2,2.2,2.6,29.1.19,Bright's Hybrid,7.3,6.5,Drip,Broad acre,Nil,Nil,"Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil","Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil","Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil",Fluopyram/Trifloxystrobin,"Rhizovator PC,  Bacstim",Foliar seaweed,RDI,,0,0,0,Not split,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,Vic,Nutwood,Nutwood,Riverland,0.199435228,11,9,#N/A,0.084466148,0.760195328,7910,15,7,10,NP,1994,10,19,3,3,2,2.2,8,2.6,3,3,0,0,0,0,0.4,2.2,2.2,2.6,29.1.19,Bright's Hybrid,7.3,6.5,Drip,Broad acre,Nil,Nil,"Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil","Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil","Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil",Fluopyram/Trifloxystrobin,"Rhizovator PC,  Bacstim",Foliar seaweed,RDI,,0,0,0,Not split,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,Vic,Nutwood,Nutwood,Riverland,0.199435228,11,9,#N/A,0.084466148,0.760195328,7910,3,18,2,NP,1994,10,19,3,3,2,2.2,8,2.6,3,3,0,0,0,0,0.4,2.2,2.2,2.6,29.1.19,Bright's Hybrid,7.3,6.5,Drip,Broad acre,Nil,Nil,"Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil","Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil","Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil",Fluopyram/Trifloxystrobin,"Rhizovator PC,  Bacstim",Foliar seaweed,RDI,,0,0,0,Split,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,Vic,Nutwood,Nutwood,Riverland,0.199435228,11,9,#N/A,0.084466148,0.760195328,7910,5,3,3,NP,1994,10,19,3,3,2,2.2,8,2.6,3,3,0,0,0,0,0.4,2.2,2.2,2.6,29.1.19,Bright's Hybrid,7.3,6.5,Drip,Broad acre,Nil,Nil,"Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil","Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil","Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil",Fluopyram/Trifloxystrobin,"Rhizovator PC,  Bacstim",Foliar seaweed,RDI,,1,1,1,Split,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,Vic,Nutwood,Nutwood,Riverland,0.199435228,11,9,#N/A,0.084466148,0.760195328,7910,7,33,6,NP,1994,10,19,3,3,2,2.2,8,2.6,3,3,0,0,0,0,0.4,2.2,2.2,2.6,29.1.19,Bright's Hybrid,7.3,6.5,Drip,Broad acre,Nil,Nil,"Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil","Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil","Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil",Fluopyram/Trifloxystrobin,"Rhizovator PC,  Bacstim",Foliar seaweed,RDI,,1,1,1,Split,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,Vic,Nutwood,Nutwood,Riverland,0.199435228,11,9,#N/A,0.084466148,0.760195328,7910,15,33,11,NP,1994,10,19,3,3,2,2.2,8,2.6,3,3,0,0,0,0,0.4,2.2,2.2,2.6,29.1.19,Bright's Hybrid,7.3,6.5,Drip,Broad acre,Nil,Nil,"Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil","Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil","Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil",Fluopyram/Trifloxystrobin,"Rhizovator PC,  Bacstim",Foliar seaweed,RDI,,0,1,1,Split,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,Vic,Nutwood,Nutwood,Riverland,0.199435228,11,9,#N/A,0.084466148,0.760195328,7910,17,43,13,NP,1994,10,19,3,3,2,2.2,8,2.6,3,3,0,0,0,0,0.4,2.2,2.2,2.6,29.1.19,Bright's Hybrid,7.3,6.5,Drip,Broad acre,Nil,Nil,"Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil","Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil","Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil",Fluopyram/Trifloxystrobin,"Rhizovator PC,  Bacstim",Foliar seaweed,RDI,,0,1,1,Split,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,Vic,Nutwood,Nutwood,Riverland,0.199435228,15,8,#N/A,0.084466148,0.760195328,7910,4,13,2,NP,2004,10,19,3,3,2,2.2,8,2.6,3,3,0,0,0,0,0.4,2.2,2.2,2.6,29.1.19,Nemaguard,7.3,6.5,Drip,Broad acre,Nil,Nil,"Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil","Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil","Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil",Fluopyram/Trifloxystrobin,"Rhizovator PC,  Bacstim",Foliar seaweed,RDI,,1,0,1,Split,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,Vic,Nutwood,Nutwood,Riverland,0.199435228,15,8,#N/A,0.084466148,0.760195328,7910,4,32,3,NP,2004,10,19,3,3,2,2.2,8,2.6,3,3,0,0,0,0,0.4,2.2,2.2,2.6,29.1.19,Nemaguard,7.3,6.5,Drip,Broad acre,Nil,Nil,"Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil","Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil","Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil",Fluopyram/Trifloxystrobin,"Rhizovator PC,  Bacstim",Foliar seaweed,RDI,,1,0,1,Split,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,Vic,Nutwood,Nutwood,Riverland,0.199435228,15,8,#N/A,0.084466148,0.760195328,7910,8,3,5,NP,2004,10,19,3,3,2,2.2,8,2.6,3,3,0,0,0,0,0.4,2.2,2.2,2.6,29.1.19,Nemaguard,7.3,6.5,Drip,Broad acre,Nil,Nil,"Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil","Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil","Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil",Fluopyram/Trifloxystrobin,"Rhizovator PC,  Bacstim",Foliar seaweed,RDI,,0,0,0,Split,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,Vic,Nutwood,Nutwood,Riverland,0.199435228,15,8,#N/A,0.084466148,0.760195328,7910,12,53,7,NP,2004,10,19,3,3,2,2.2,8,2.6,3,3,0,0,0,0,0.4,2.2,2.2,2.6,29.1.19,Nemaguard,7.3,6.5,Drip,Broad acre,Nil,Nil,"Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil","Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil","Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil",Fluopyram/Trifloxystrobin,"Rhizovator PC,  Bacstim",Foliar seaweed,RDI,,0,0,0,Split,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,Vic,Nutwood,Nutwood,Riverland,0.199435228,15,8,#N/A,0.084466148,0.760195328,7910,16,16,9,NP,2004,10,19,3,3,2,2.2,8,2.6,3,3,0,0,0,0,0.4,2.2,2.2,2.6,29.1.19,Nemaguard,7.3,6.5,Drip,Broad acre,Nil,Nil,"Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil","Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil","Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil",Fluopyram/Trifloxystrobin,"Rhizovator PC,  Bacstim",Foliar seaweed,RDI,,0,1,1,Split,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,Vic,Nutwood,Nutwood,Riverland,0.199435228,15,8,#N/A,0.084466148,0.760195328,7910,20,8,10,NP,2004,10,19,3,3,2,2.2,8,2.6,3,3,0,0,0,0,0.4,2.2,2.2,2.6,29.1.19,Nemaguard,7.3,6.5,Drip,Broad acre,Nil,Nil,"Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil","Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil","Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil",Fluopyram/Trifloxystrobin,"Rhizovator PC,  Bacstim",Foliar seaweed,RDI,,1,0,1,Split,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,Vic,Nutwood,Nutwood,Riverland,0.199435228,15,8,#N/A,0.084466148,0.760195328,7910,24,48,12,NP,2004,10,19,3,3,2,2.2,8,2.6,3,3,0,0,0,0,0.4,2.2,2.2,2.6,29.1.19,Nemaguard,7.3,6.5,Drip,Broad acre,Nil,Nil,"Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil","Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil","Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil",Fluopyram/Trifloxystrobin,"Rhizovator PC,  Bacstim",Foliar seaweed,RDI,,0,0,0,Split,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,Vic,Nutwood,Nutwood,Riverland,0.199435228,15,8,#N/A,0.084466148,0.760195328,7910,26,29,13,NP,2004,10,19,3,3,2,2.2,8,2.6,3,3,0,0,0,0,0.4,2.2,2.2,2.6,29.1.19,Nemaguard,7.3,6.5,Drip,Broad acre,Nil,Nil,"Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil","Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil","Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil",Fluopyram/Trifloxystrobin,"Rhizovator PC,  Bacstim",Foliar seaweed,RDI,,0,1,1,Split,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,Vic,Nutwood,Nutwood,Riverland,0.199435228,16,11,#N/A,0.084466148,0.760195328,7910,14,11,7,NP,2002,10,19,3,3,2,2.2,8,2.6,3,3,0,0,0,0,0.4,2.2,2.2,2.6,29.1.19,Nemaguard,7.3,6.5,Drip,Broad acre,Nil,Nil,"Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil","Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil","Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil",Fluopyram/Trifloxystrobin,"Rhizovator PC,  Bacstim",Foliar seaweed,RDI,,0,0,0,Not split,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,Vic,Nutwood,Nutwood,Riverland,0.199435228,16,11,#N/A,0.084466148,0.760195328,7910,14,40,8,NP,2002,10,19,3,3,2,2.2,8,2.6,3,3,0,0,0,0,0.4,2.2,2.2,2.6,29.1.19,Nemaguard,7.3,6.5,Drip,Broad acre,Nil,Nil,"Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil","Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil","Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil",Fluopyram/Trifloxystrobin,"Rhizovator PC,  Bacstim",Foliar seaweed,RDI,,0,0,0,Not split,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,Vic,Nutwood,Nutwood,Riverland,0.199435228,16,11,#N/A,0.084466148,0.760195328,7910,4,32,1,NP,2002,10,19,3,3,2,2.2,8,2.6,3,3,0,0,0,0,0.4,2.2,2.2,2.6,29.1.19,Nemaguard,7.3,6.5,Drip,Broad acre,Nil,Nil,"Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil","Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil","Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil",Fluopyram/Trifloxystrobin,"Rhizovator PC,  Bacstim",Foliar seaweed,RDI,,0,1,1,Split,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,Vic,Nutwood,Nutwood,Riverland,0.199435228,16,11,#N/A,0.084466148,0.760195328,7910,10,16,5,NP,2002,10,19,3,3,2,2.2,8,2.6,3,3,0,0,0,0,0.4,2.2,2.2,2.6,29.1.19,Nemaguard,7.3,6.5,Drip,Broad acre,Nil,Nil,"Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil","Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil","Mancozeb, Azoxystrobin/Tebuconazole, chlorothalonil",Fluopyram/Trifloxystrobin,"Rhizovator PC,  Bacstim",Foliar seaweed,RDI,,1,1,1,Split,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
