Year,State,Company,Orchard,Region,Region Wt,Block,Area ha,TotalOrchard Area,Orchard wt,Orchard_Scale,RegionTotal Ha,Row,Tree,Tree#,Variety,Days over 40C,Days over 35C,Total Amount of rain ml since 1 Jan ,No of rain days since 1 Jan ,Days since last rain <5days from assess,Amt rain in last event<5days from assess,Days since last rain >5days from assess,Amt rain in last event>5days from assess,Total rain Jan mm,No rain days Jan,Total rain Feb mm,No rain days Feb,Rain 1st week Jan,Rain 2nd week  Jan,Rain 3rd week  Jan,Rain 4th week  Jan,Rain within 7 days of assessment,Rain within 10 days of assessment,HR assessed,Root stock,Row spacing,Tree spacing,Irrigation,Crop prior,Bacterial spot,blossom blight fungicide,shot hole fungicide,Rust fungicide,anthracnose fungicide,hull rot fungicide,biologicals,alternatives,"deficit irrigation (No, RDI, SDI)",Split date NP,HullRot_WTD,HullRotJOhull,HR comboF,Hull split,LLDB dead branches,LLDBYellowing,LLDB combo,Gumtrunk,Gumscaffold,Gumtree crotch,Trunkcankers,Twig canker,Foamy canker,TD combo,Wilting - whole tree decline,Wilting - one scaffold,Wiltcombo,Anthracnose - nut,Anthracnose - leaf,Anthracnose combo,Bacterial spot - nut,Bacterial spot - leaf,Bacterial spot combo,Scab - nut,Scab - leaf,Scab combo,Rust,Shot Hole - nut,Shot Hole - leaf,Shotholecombo,Alternaria leaf spot,Unknown leaf spot/ symptom,Unknown fruit spot/ symptom,Unknown fruit gum
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,A,6.7,22,0.366666667,1.1,724,12,15,23,Keane,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,Bright's Hybrid,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,A,6.7,22,0.366666667,1.1,724,12,26,24,Keane,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,Bright's Hybrid,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,0,0,NA,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,A,6.7,22,0.366666667,1.1,724,17,3,29,Keane,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,Bright's Hybrid,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,0,0,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,A,6.7,22,0.366666667,1.1,724,17,13,30,Keane,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,Bright's Hybrid,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,0,0,NA,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,A,6.7,22,0.366666667,1.1,724,17,15,31,Keane,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,Bright's Hybrid,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,0,0,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,A,6.7,22,0.366666667,1.1,724,17,22,32,Keane,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,Bright's Hybrid,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,0,0,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,A,6.7,22,0.366666667,1.1,724,1,3,1,NP,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,Bright's Hybrid,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,A,6.7,22,0.366666667,1.1,724,1,4,2,NP,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,Bright's Hybrid,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,0,0,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,A,6.7,22,0.366666667,1.1,724,1,7,3,NP,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,Bright's Hybrid,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,A,6.7,22,0.366666667,1.1,724,1,9,4,NP,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,Bright's Hybrid,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,A,6.7,22,0.366666667,1.1,724,1,10,5,NP,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,Bright's Hybrid,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,A,6.7,22,0.366666667,1.1,724,3,4,6,NP,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,Bright's Hybrid,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,0,0,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,A,6.7,22,0.366666667,1.1,724,3,6,7,NP,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,Bright's Hybrid,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,A,6.7,22,0.366666667,1.1,724,3,10,8,NP,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,Bright's Hybrid,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,A,6.7,22,0.366666667,1.1,724,3,15,9,NP,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,Bright's Hybrid,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,A,6.7,22,0.366666667,1.1,724,3,20,10,NP,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,Bright's Hybrid,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,A,6.7,22,0.366666667,1.1,724,5,1,11,NP,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,Bright's Hybrid,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,A,6.7,22,0.366666667,1.1,724,5,3,12,NP,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,Bright's Hybrid,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,0,0,NA,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,A,6.7,22,0.366666667,1.1,724,5,22,13,NP,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,Bright's Hybrid,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,0,0,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,A,6.7,22,0.366666667,1.1,724,5,29,14,NP,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,Bright's Hybrid,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,A,6.7,22,0.366666667,1.1,724,6,19,15,NP,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,Bright's Hybrid,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,0,0,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,A,6.7,22,0.366666667,1.1,724,8,1,16,NP,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,Bright's Hybrid,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,A,6.7,22,0.366666667,1.1,724,8,12,17,NP,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,Bright's Hybrid,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,A,6.7,22,0.366666667,1.1,724,8,15,18,NP,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,Bright's Hybrid,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,A,6.7,22,0.366666667,1.1,724,8,19,19,NP,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,Bright's Hybrid,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,0,0,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,A,6.7,22,0.366666667,1.1,724,14,7,25,NP,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,Bright's Hybrid,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,A,6.7,22,0.366666667,1.1,724,14,13,26,NP,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,Bright's Hybrid,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,A,6.7,22,0.366666667,1.1,724,14,22,27,NP,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,Bright's Hybrid,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,0,0,NA,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,A,6.7,22,0.366666667,1.1,724,19,10,33,NP,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,Bright's Hybrid,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,0,0,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,A,6.7,22,0.366666667,1.1,724,19,12,34,NP,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,Bright's Hybrid,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,0,0,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,A,6.7,22,0.366666667,1.1,724,21,23,35,NP,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,Bright's Hybrid,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,0,0,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,A,6.7,22,0.366666667,1.1,724,21,26,36,NP,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,Bright's Hybrid,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,1,1,1,NA,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,A,6.7,22,0.366666667,1.1,724,21,27,37,NP,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,Bright's Hybrid,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,1,1,1,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,D,4,22,0.366666667,1.1,724,11,1,8,Keane,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,GF677,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,0,0,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,D,4,22,0.366666667,1.1,724,11,23,9,Keane,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,GF677,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,D,4,22,0.366666667,1.1,724,11,24,10,Keane,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,GF677,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,D,4,22,0.366666667,1.1,724,17,5,17,Keane,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,GF677,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,D,4,22,0.366666667,1.1,724,17,13,18,Keane,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,GF677,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,0,0,NA,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,D,4,22,0.366666667,1.1,724,17,23,19,Keane,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,GF677,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,D,4,22,0.366666667,1.1,724,37,4,42,Keane,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,GF677,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,0,0,NA,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,D,4,22,0.366666667,1.1,724,37,14,43,Keane,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,GF677,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,0,0,NA,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,D,4,22,0.366666667,1.1,724,40,4,45,Keane,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,GF677,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,0,0,NA,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,D,4,22,0.366666667,1.1,724,40,20,46,Keane,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,GF677,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,0,0,NA,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,D,4,22,0.366666667,1.1,724,1,13,1,NP,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,GF677,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,1,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,D,4,22,0.366666667,1.1,724,1,14,2,NP,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,GF677,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,D,4,22,0.366666667,1.1,724,3,1,3,NP,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,GF677,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,1,1,NA,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,D,4,22,0.366666667,1.1,724,3,18,4,NP,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,GF677,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.19,SA,,Nick Pezzaniti,Adelaide Plains,0.018254248,D,4,22,0.366666667,1.1,724,7,3,5,NP,6,8,0,0,,0,24,0,0,0,0,0,0.2,0,0,2.4,2.4,2.4,24.01.19,GF677,7.4,5.5,Sprinkler,Lucerne/Dairy,Nil,Nil,Chlorothalonil,Nil,Azoxystrobin/Tebuconazole,Nil,Nil,Foliar seaweed,Nil,,0,0,0,NA,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
